순번,주제,용어,설명
1868,경영,영업용 순자본 비율,"	자금의 조달 및 운용에 있어 증권사들이 어느 정도 재무건전성을 확보하고 있는가를 비교ㆍ평가하기 위해 도입된 지표이다. 따라서 은행에 대한 'BIS 자기자본비율'과 유사한 성격의 지표라고 할 수 있다. 증권사들의 자금조달 구조를 보면 만기 1년 이내인 고객예수금, 단기차입금, 콜머니 등과 같은 유동부채의 비중이 높은 점을 감안할 때 가급적 위험성이 낮고 유동성 측면에서 여유가 있도록 자산운용을 해야 만일의 유동성 위기에 대비할 수 있게 된다. 이 비율은 자기자본에서 고정자산을 뺀 금액(영업용 순자본)을 총위험액(시장위험액+기초위험액)으로 나눈 것을 백분율로 표시한 것(100×영업용 순자본/총위험액)이다. 영업용 순자본은 증권사가 보유한 자산 중 신속하게 현금화 할 수 있는 자산을 말하며, 총위험액 중 시장위험액은 보유자산의 가격변동이나 거래자의 파산으로 인해 입을 수 있는 손실 등을 의미하고, 기초위험액은 3개월분 일반관리비와 같은 고정비용 등을 합산해 산출한다. 따라서 총위험액은 증권사들이 보유하고 있는 상품유가증권, 신용거래 융자금, 신용거래 담보증권 등에 대해 해당 위험가중치를 고려해서 산출된다. 자기자본의 크기가 크고 동시에 위험가중치가 낮은 자산 중심으로 보수적인 영업을 하는 증권사들은 이 비율이 높게 나타나게 된다.	"
1869,경영,영업이익,"기업의 주된 영업활동에서 생긴 매출총이익에서 판매비와 일반관리비를 차감하고 남은 액을 말한다. ‘일반관리비와 판매비’는 상품의 판매활동과 기업의 유지관리 활동에 필요한 비용으로서 급료, 세금 및 각종 공과금, 감가상각비, 광고선전비 등을 들 수 있다. 영업이익은 기업의 본래의 활동의 성과를 나타내기 때문에 수익성의 지표로서 중시되고 있다.한편, 영업외수익은 주된 영업활동 이외로부터 발생한 수익으로 반복적이고 순환적(경상적)으로 발생하는 이익을 말하는데 금융상의 이익이 주종을 이룬다. 예를 들면 이자수익, 배당금수익, 임대료, 유가증권처분이익 등이 여기에 속한다. 따라서 기업분석시 기업 본연의 사업영역에서의 성과를 측정하는데는 순이익보다 영업이익을 주로 참고한다. 참고로 기업의 이익 범위는 다음과 같이 정리된다.

* 매출 총이익 = 매출액 - 매출원가
* 영업이익 = 총이익 - 판매비 - 일반관리비
* 경상이익 = 영업이익 + (영업외수익 - 영업외비용)
* 당기순이익 = 경상이익 + (특별이익 - 특별손실) - 법인세"
1874,금융,예금자보호,"금융기관이 영업정지나 파산 등으로 고객의 예금을 지급하지 못하게 될 경우 해당 예금자는 물론 전체 금융제도의 안정성도 큰 타격을 입게 된다. 이러한 사태를 방지하기 위하여 우리나라는 예금자보호법을 제정하여 고객들의 예금을 보호하는 제도를 갖추고 있는데, 이를 '예금보험제도'라고 한다.예금보험은 """"동일한 종류의 위험을 가진 사람들이 평소에 기금을 적립하여 만약의 사고에 대비한다""""는 보험의 원리를 이용하여 예금자를 보호하는 제도이다. 즉, 예금자보호법에 의해 설립된 예금보험공사가 평소에 금융기관으로부터 보험료(예금보험료)를 받아 기금(예금보험기금)을 적립한 후, 금융기관이 예금을 지급할 수 없게 되면 금융기관을 대신하여 예금을 지급하게 된다.보호대상 금융회사는 은행, 보험회사, 투자매매업자, 투자중개업자, 종합금융회사, 상호저축은행 등이다. 새마을금고는 현재 예금보험공사의 보호대상 금융회사는 아니며, 관련 법률에 따른 자체 기금인 새마을금고중앙회에 의해 보호되고 있다. '97년말 IMF 사태 이후 금융산업 구조조정에 따른 사회적 충격을 최소화하고 금융거래의 안정성 유지를 위하여 2000년 말까지 한시적으로 예금전액을 보장하였지만, 2001년부터는 예금부분보호제도로 전환되어, 2001년 1월 1일이후 부보금융기관이 보험사고가(영업 정지, 인가취소 등) 발생하여 파산할 경우, 원금과 소정의 이자를 합하여 1인당 최고 5천만원까지 예금을 보호하고 있다. 한편, 예금보험공사로부터 보호받지 못한 나머지 예금은 파산한 금융기관이 선순위채권을 변제하고 남는 재산이 있는 경우 이를 다른 채권자들과 함께 채권액에 비례하여 분배받음으로써 그 전부 또는 일부를 돌려받을 수 있다."
1875,금융,예대마진,"대출금리와 예금금리의 차이로 금융기관의 수입이 되는 부분을 말한다. 예대마진이 크다는 것은 예금의 대가로 지불한 이자에 비해 대출을 해주고 받은 이자가 더 많다는 의미가 된다. 그렇기 때문에 예대마진이 커지면 금융기관의 수입이 늘어나게 되고, 보통 대출 금리가 오르면 예금금리가 오른다."
1876,금융,예대율,"	총예금에 대한 총대출 비율을 말한다. 예대율이 1보다 작다는 것은 자체 예금 자원을 바탕으로 은행이 대출을 할 수 있음을 의미하고, 예대율이 1보다 클 때는 대출을 위해 은행이 추가적인 대출을 하고 있음을 의미한다. 따라서 예대율은 은행의 건전성을 나타내는 지표로 활용되며 은행 건전성과 반비례한다. 우리나라의 경우 경제성장에 따른 필요자금의 대부분을 은행 융자에 의존하고 있기 때문에 시중은행의 예대율이 높은 편이다.	"
1902,금융,오버슈팅,"상품이나 금융자산의 시장가격이 일시적으로 폭등·폭락하는 현상을 일컫는다. 시장상품이나 외환의 수급상 급격한 변동에 대해 경제주체가 과도하게 반응할 경우 나타난다. 장기적으로 시장가격은 장기균형수준으로 수렴하기 때문에 오버슈팅은 단기적인 현상이라고 볼 수 있다. 환율에서 오버슈팅 현상이란 정부가 정책적으로 통화를 팽창시키면 자국의 통화가치가 하락(환율 상승)하는데, 처음에는 균형수준 이하로 떨어졌다가 점차 통화가치가 상승(환율 하락)해 새로운 균형수준에 이르게 되는 상태를 말한다. 증권에서의 오버슈팅은 대세 상승기에 주가상승 목표치가 일찍 반영돼 실제 가치보다 주가가 더 올라가는 현상을 말한다. 오버슈팅은 이처럼 환율, 주식, 금리 등의 가격에 적정한 수준이 있다는 것을 전제로 한 개념으로, 단기적인 가격이 상대적으로 긴 기간의 평균가격보다 지나치게 상승하거나 하락하는 것을 의미하게 된다."
1903,금융,오버행,"주식 시장에서 언제든지 매물로 쏟아질 수 있는 잠재적인 과잉 물량 주식을 의미하는 용어이다. 일반적으로 해당 종목의 현 주가가 교환 가격을 웃돌아 주식으로 전환될 가능성이 높아질 경우 나타나는데, 통상적으로 주가에 악재로 작용한다.

예컨대 대주주의 보호예수 기간이 만료된 종목이나 채권단이 자금 회수를 위해 담보로 잡은 주식을 처분할 것으로 예상되는 종목들은 오버행 이슈가 발생해 주가에 부정적 영향을 미친다. "
1919,금융,옵션,"거래당사자들이 미리 정한 가격(행사가격, strike price)으로 장래의 특정시점 또는 그 이전에 일정자산을 팔거나 살 수 있는 권리를 매매하는 계약으로 매입권리가 부여되는 콜옵션(call option)과 매도권리가 부여되는 (put option)으로 나누어 진다. 매입 또는 매도할 수 있는 권리를 보유하게 되는 옵션매입자는 시장가격의 변동상황에 따라 자기에게 유리한 경우 옵션을 행사하며, 불리한 경우에는 포기할 수 있는데 옵션매입자는 이와 같은 선택권에 대한 대가로 거래상대방인 옵션매도자에게 프리미엄을 지급하며 옵션매도자는 프리미엄을 받는 대신 옵션매입자의 옵션 행사에 따라 발생한 자산의 의무를 이행할 의무를 부담한다. 옵션거래의 손익은 행사가격, 현재가격 및 프리미엄에 의해 결정된다."
1933,경영,외상매입금,"제품이나 원재료들을 구입한 후, 현물을 받고서도 아직 그 대금을 치르지 않은 단기의 미지급금을 말한다. 외상매입금과 미지급금에는 미세한 차이가 있는데 외상매입금은 이익창출을 위한 영업활동을 통해 발생하는 채무를 말하며, 미지급금은 간접적인 활동을 통해 발생한 채무를 말한다. 예를 들어 반도체 회사가 반도체의 원료인 실리콘을 구매한 후 대금을 치루지 않았으면 외상매입금으로 장부에 기록되고, 같은 회사가 사내식당에서 사용할 밀가루를 구입하고 대금을 지급하지 않았다면 미지급금으로 기록된다. 반면에, 제빵회사가 자사가 만든는 식빵을 만들기 위해 밀가루를 구입하고 대금을 지불하지 않은 경우는 외상매입금으로 장부에 기록된다."
1937,경제,외환보유액(Official Reserve Assets),"	IMF 편제에 따르면 외환보유액은 ""국제수지 불균형의 직접적인 보전 또는 환율에 영향을 미치는 외환시장 개입을 통한 간접적인 국제수지 불균형 규모 조절 등의 목적으로 통화당국(한국은행 및 정부)에 의해 즉시 사용가능하고 통제되는 대외자산""으로 정의하고 있으며 우리나라도 이를 따르고 있다(한국은행). 즉, ‘교환성이 있고 유동성과 시장성이 높은 자산으로 통화당국인 중앙은행과 정부가 언제든지 사용할 수 있는 대외 외화 금융자산’이 외환보유액이다. 외환보유액은 주로 유가증권(국채, 정부기관채, 국제기구채, 금융채, 자산유동화증권 등)의 형태로 보유되며 이외에 예치금, SDR, IMF 포지션, 금으로 구성되어 있다.	"
1952,금융,우선주,"보통주에 대해 배당이나 기업이 해산할 경우의 잔여재산 분배 등에서 우선권을 갖는 주식을 말한다. 우선주는 우선권의 내용에 따라 여러 가지로 분류된다. 우선권의 존속기간이 한정된 것이 있고, 우선배당의 참가방법에도 여러 가지가 있다. 참가방법에 따라 분류하면, 소정비율의 우선배당을 받고도 이익이 남는 경우 우선주주가 다시 보통주주와 함께 배당에 참가할 수 있는 참가적 우선주, 소정비율의 우선배당을 받는 데 그치는 비참가적 우선주(이익이 많은 경우에는 보통주보다 불리하므로 실제로는 거의 발행하지 않음), 당해 영업연도에 소정비율의 우선배당을 받지 못한 경우 그 미지급배당액을 다음 영업연도 이후에도 우선하여 보충배당 받는 누적적 우선주(보증주), 당해 영업연도에 우선배당을 받지 못하고 그 미지급배당액을 다음 영업연도에도 보충배당 받지 못하는 비누적적 우선주 등이 있다."
